company,review_title,rating,review_date,source_url,page_number,segment_label,raw_text,language,clean_text,lemma_text,text_length
Luxoft,,,,,,cons,"-Dependiendo del cliente, pero hay mucha rotación de manager por parte del cliente 
-por parte de Luxoft te asignan como 3 o 4 managers para diferentes cosas 
-Arrogancia por parte de managers, en varios momentos quisieron echarme la culpa de cosas que ni al caso 
-literal me dijeron que una vez iniciado con cliente no tendría tiempo socia",es,dependiendo del cliente pero hay mucha rotación de manager por parte del cliente por parte de luxoft te asignan como o managers para diferentes cosas arrogancia por parte de managers en varios momentos quisieron echarme la culpa de cosas que ni al caso literal me dijeron que una vez iniciado con cliente no tendría tiempo socia,depender cliente rotación manager cliente luxoft asignar manager cosa arrogancia manager momento querer echarme culpa cosa caso literal iniciado cliente tener tiempo socio,23
NEORIS,,,,,,pros,para comenzar tu carreta esta bien,es,para comenzar tu carreta esta bien,comenzar carreta,2
NEORIS,,,,,,cons,podrian mejorar los sueldos un poco,es,podrian mejorar los sueldos un poco,mejorar sueldo,2
NEORIS,,,,,,pros,Aprendes tecnología y estas con clientes buenis,es,aprendes tecnología y estas con clientes buenis,aprend tecnología cliente buenis,4
NEORIS,,,,,,cons,Carga laboral a veces de mas,es,carga laboral a veces de mas,carga laboral,2
NEORIS,,,,,,pros,Aprendizaje directo con el cliente,es,aprendizaje directo con el cliente,aprendizaje directo cliente,3
NEORIS,,,,,,cons,Los sueldos no suelen ser competitivos,es,los sueldos no suelen ser competitivos,sueldo soler competitivo,3
NEORIS,,,,,,pros,"El ambiente laboral es bueno
Todos colaboran para que salgan los trabajos
Te ayudan",es,el ambiente laboral es bueno todos colaboran para que salgan los trabajos te ayudan,ambiente laboral colaborar salir trabajo ayudar,6
NEORIS,,,,,,cons,"Poca organización, te pueden dar un trabajo y a la semana despues otro por motivos externos y no saben como reubicarte",es,poca organización te pueden dar un trabajo y a la semana despues otro por motivos externos y no saben como reubicarte,organización trabajo semana motivo externo reubicarte,6
NEORIS,,,,,,pros,"Todo conforme a la ley 100% nomina, GMM",es,todo conforme a la ley nomina gmm,conforme ley nomín gmm,4
NEORIS,,,,,,cons,"Desafortunadamente
 dependemos del cliente que nos toque, casi no tienes relación con 
Neoris, sin cliente te pueden poner en banca hasta 3 meses con sueldo, 
algunos al día siguiente le dan las gracias.",es,desafortunadamente dependemos del cliente que nos toque casi no tienes relación con neoris sin cliente te pueden poner en banca hasta meses con sueldo algunos al día siguiente le dan las gracias,desafortunadamente depender cliente tocar tener relación neoris cliente banca mes sueldo gracia,12
NEORIS,,,,,,pros,El sueldo es bueno si es tu segundo trabajo,es,el sueldo es bueno si es tu segundo trabajo,sueldo trabajo,2
NEORIS,,,,,,cons,"No me ofrecieron SGM
No hubo seguro de vida
No hubo seguro dental
No me asignaron laptop de Neoris solo de cliente
Te asignan a cliente y probablemente se olvidan de ti. Se siento como una subcontratación y peor si estás en remoto
No hay crecimiento rápido
No hay un acompañamiento como coach  tecnologico, con ""líder"" interno solo he hablado 1 vez
Solicitar vacaciones de hacerse con 1 mes de antelación",es,no me ofrecieron sgm no hubo seguro de vida no hubo seguro dental no me asignaron laptop de neoris solo de cliente te asignan a cliente y probablemente se olvidan de ti se siento como una subcontratación y peor si estás en remoto no hay crecimiento rápido no hay un acompañamiento como coach tecnologico con líder interno solo he hablado vez solicitar vacaciones de hacerse con mes de antelación,ofrecer sgm seguro vida seguro dental asignar laptop neoris cliente asignar cliente probablemente olvidar sentir subcontratación estar remoto crecimiento rápido acompañamiento coach tecnologico líder interno hablar solicitar vacación hacer él mes antelación,32
NEORIS,,,,,,pros,"Obra
 social buena, tenes acceso a udemy si lo solicitas, clases de ingles 
que tienen descuento, convenios con algunas empresas, en los proyectos 
que estuve realmente fueron muy buenos los equipos",es,obra social buena tenes acceso a udemy si lo solicitas clases de ingles que tienen descuento convenios con algunas empresas en los proyectos que estuve realmente fueron muy buenos los equipos,obra social tén acceso udemy solicita clase ingl descuento convenio empresa proyecto estar realmente equipo,15
NEORIS,,,,,,cons,Sueldo esta medio bajo comparado a otros lados,es,sueldo esta medio bajo comparado a otros lados,sueldo comparado lado,3
NEORIS,,,,,,pros,"Aprendes mucho, hay oportunidad de crecer aunque aun no la he visto",es,aprendes mucho hay oportunidad de crecer aunque aun no la he visto,aprend oportunidad crecer ver,4
NEORIS,,,,,,cons,No se cortan un pelo en pedir que trabajes todo el fin de semana sin ningún tipo de remuneración porque el proyecto lo necesita,es,no se cortan un pelo en pedir que trabajes todo el fin de semana sin ningún tipo de remuneración porque el proyecto lo necesita,cortir pelo pedir trabajes semana tipo remuneración proyecto necesitar,9
NEORIS,,,,,,pros,"Salario dentro de la media, 100% remoto.",es,salario dentro de la media remoto,salario medio remoto,3
NEORIS,,,,,,cons,"Me
 echaron tras más de un año en la empresa tras finalizar el proyecto con
 el cliente. Están perdiendo muchos clientes por su pésima gestión de 
cara a ellos.
Echaron a la mitad del equipo en vez de reubicarnos. Muchas rotaciones 
de personal el cual vas entendiendo porque.
Simplemente no valoran al los trabajadores. Los jefes de arriba son cada
 vez más malos.",es,me echaron tras más de un año en la empresa tras finalizar el proyecto con el cliente están perdiendo muchos clientes por su pésima gestión de cara a ellos echaron a la mitad del equipo en vez de reubicarnos muchas rotaciones de personal el cual vas entendiendo porque simplemente no valoran al los trabajadores los jefes de arriba son cada vez más malos,echar año empresa finalizar proyecto cliente perder cliente pésimo gestión cara echar mitad equipo reubicar yo rotación personal ir entender simplemente valorar trabajador jefe malo,25
NEORIS,,,,,,pros,"Buen sueldo
Buen ambiente laboral",es,buen sueldo buen ambiente laboral,sueldo ambiente laboral,3
NEORIS,,,,,,cons,"Si
 no tienen proyectos una vez que entras en banca no esperan mucho tiempo
 para sacarte. Aun cuando ellos mismos te dicen que tomes tus días de 
vacaciones que tenias pendientes.",es,si no tienen proyectos una vez que entras en banca no esperan mucho tiempo para sacarte aun cuando ellos mismos te dicen que tomes tus días de vacaciones que tenias pendientes,proyecto entra banca esperar tiempo sacarte tomes vacación tenia pendiente,10
NEORIS,,,,,,pros,"Sueldo competitivo, variedad de proyectos, capacitacion",es,sueldo competitivo variedad de proyectos capacitacion,sueldo competitivo variedad proyecto capacitacion,5
NEORIS,,,,,,cons,"Ambiente laboral, sobrecarga de proyectos",es,ambiente laboral sobrecarga de proyectos,ambiente laboral sobrecarga proyecto,4
NEORIS,,,,,,pros,Teletrabajo y muy buen ambiente de trabajo,es,teletrabajo y muy buen ambiente de trabajo,teletrabajo ambiente trabajo,3
NEORIS,,,,,,cons,Salario bastante bajo para todo lo que desempeñas,es,salario bastante bajo para todo lo que desempeñas,salario desempeña,2
NEORIS,,,,,,pros,"Es una buena empresa, pagos muy puntuales, excelente ambiente y mentoria",es,es una buena empresa pagos muy puntuales excelente ambiente y mentoria,empresa pago puntual excelente ambiente mentoria,6
NEORIS,,,,,,cons,"Poco crecimiento salarial, los ajustes son muy bajos",es,poco crecimiento salarial los ajustes son muy bajos,crecimiento salarial ajuste bajo,4
NEORIS,,,,,,pros,"Sueldo competitivo
Prestaciones superiores a la ley",es,sueldo competitivo prestaciones superiores a la ley,sueldo competitivo prestación superior ley,5
NEORIS,,,,,,cons,"Es dificil subir de puesto, no hay un plan de crecimiento establecido
No hay mucha comunicación con la consultora, pues trabajas principalmente con el cliente",es,es dificil subir de puesto no hay un plan de crecimiento establecido no hay mucha comunicación con la consultora pues trabajas principalmente con el cliente,dificil subir puesto plan crecimiento establecido comunicación consultora trabajar principalmente cliente,11
NEORIS,,,,,,pros,"Muy
 lindo ambiente laboral, me toco trabajar con personas excelentes y 
super compañeras.
HomeOffice. Depende del proyecto te pueden tocar tecnologías 
nuevas/interesantes o stack legacy/viejisimo que no ayuda a tu carrera.",es,muy lindo ambiente laboral me toco trabajar con personas excelentes y super compañeras homeoffice depende del proyecto te pueden tocar tecnologías nuevas interesantes o stack legacy viejisimo que no ayuda a tu carrera,lindo ambiente laboral tocar trabajar persona excelente super compañera homeoffice depender proyecto tocar tecnología interesante stack legacy viejisimo ayudar carrera,20
NEORIS,,,,,,cons,"Tiene
 uno de los peores sueldos del mercado.
Con +3 años de experiencia, mi sueldo es menor al de un Junior en 
cualquier otra empresa. Enviaron un mail diciendo que el proximo ajuste 
sera en julio (serian 8 meses sin ajuste).
Solo recomendable si uno es junior o puede negociar un buen sueldo, 
apostando a que no habrá incrementos regularmente.
Tampoco hay soluciones cuando uno plantea disconformidad con el sueldo 
actual.",es,tiene uno de los peores sueldos del mercado con años de experiencia mi sueldo es menor al de un junior en cualquier otra empresa enviaron un mail diciendo que el proximo ajuste sera en julio serian meses sin ajuste solo recomendable si uno es junior o puede negociar un buen sueldo apostando a que no habrá incrementos regularmente tampoco hay soluciones cuando uno plantea disconformidad con el sueldo actual,peor sueldo mercado año experiencia sueldo menor junior empresa enviar mail decir ajuste julio seriar mes ajuste recomendable junior negociar sueldo apostar incremento regularmente solución plantear disconformidad sueldo actual,29
NEORIS,,,,,,pros,Oportunidades de tener proyectos en remoto,es,oportunidades de tener proyectos en remoto,oportunidad proyecto remoto,3
NEORIS,,,,,,cons,Se tiene desventaja salarial en contra de otras consultoras,es,se tiene desventaja salarial en contra de otras consultoras,desventaja salarial consultora,3
NEORIS,,,,,,pros,"Buena empresa, buenos proyectos y muy buen salario y prestaciones",es,buena empresa buenos proyectos y muy buen salario y prestaciones,empresa proyecto salario prestación,4
NEORIS,,,,,,cons,"Cuando
 se requiere apoyo de RH tardan muchisimo. Muchos cursos innecesarios 
(además de la carga de trabajo, exigen cursos que son totalmente 
innecesarios)",es,cuando se requiere apoyo de rh tardan muchisimo muchos cursos innecesarios además de la carga de trabajo exigen cursos que son totalmente innecesarios,requerir apoyo rh tardar muchisimo curso innecesario carga trabajo exigir curso totalmente innecesario,13
NEORIS,,,,,,pros,La empresa es buena y cumplida con los pagos. Dependiendo del cliente claro esta.,es,la empresa es buena y cumplida con los pagos dependiendo del cliente claro esta,empresa cumplido pago depender cliente,5
NEORIS,,,,,,cons,"Llevo
 casi 3 años en la empresa y no he tenido aumento de sueldo. He 
insistido en este tema pero siempre evaden mi solicitud, Al final esto 
desanima muchísimo.",es,llevo casi años en la empresa y no he tenido aumento de sueldo he insistido en este tema pero siempre evaden mi solicitud al final esto desanima muchísimo,llevar año empresa aumento sueldo insistir tema evadir solicitud desanimar muchísimo,11
NEORIS,,,,,,pros,Relacion laboral es muy buena con el team,es,relacion laboral es muy buena con el team,relacion laboral team,3
NEORIS,,,,,,cons,Las prestaciones no son tan competentes,es,las prestaciones no son tan competentes,prestación competente,2
NEORIS,,,,,,pros,Muy buena cultura de trabajo e instalaciones,es,muy buena cultura de trabajo e instalaciones,cultura trabajo instalación,3
NEORIS,,,,,,cons,"Cuando te ponen en banca, manejan mucho micromanagement",es,cuando te ponen en banca manejan mucho micromanagement,poner banca manejar micromanagement,4
NEORIS,,,,,,pros,"Buenas prestaciones, buena cultura laboral, vida balanceada, acceso a recursos de capacitación, etc.",es,buenas prestaciones buena cultura laboral vida balanceada acceso a recursos de capacitación etc,prestación cultura laboral vida balanceado acceso recurso capacitación etc,9
NEORIS,,,,,,cons,No encontré desventajas de laborar en Neoris.,es,no encontré desventajas de laborar en neoris,encontrar desventaja laborar neoris,4
NEORIS,,,,,,pros,"Ambiente agradable
Compañerismo
Integración
Buenos Beneficios
Sueldo acorde",es,ambiente agradable compañerismo integración buenos beneficios sueldo acorde,ambiente agradable compañerismo integración beneficio sueldo acorde,7
NEORIS,,,,,,cons,Hibrido (A veces hay que ir a la oficina),es,hibrido a veces hay que ir a la oficina,hibrido oficina,2
NEORIS,,,,,,pros,facilidad de hacer home office,es,facilidad de hacer home office,facilidad home office,3
NEORIS,,,,,,cons,No hay mucho aumento salarial,unknown,no hay mucho aumento salarial,no hay mucho aumento salarial,5
NEORIS,,,,,,pros,tener la oportunidad de trabajar,es,tener la oportunidad de trabajar,oportunidad trabajar,2
NEORIS,,,,,,cons,no hay desventajas especificas de trabajar aqui,es,no hay desventajas especificas de trabajar aqui,desventaja especifico trabajar,3
NEORIS,,,,,,pros,"aparte
 de un buen salario, tenia flexibilidad y buen equilibrio para una vida 
personal decente, incluso diria deseable para muchas personas.",es,aparte de un buen salario tenia flexibilidad y buen equilibrio para una vida personal decente incluso diria deseable para muchas personas,aparte salario tenio flexibilidad equilibrio vida personal decente dirio deseable persona,11
NEORIS,,,,,,cons,Llegar a las oficinas es un tanto complicado,es,llegar a las oficinas es un tanto complicado,llegar oficina complicado,3
Oracle,,,,,,pros,"Really great team environment, competitive payments and competitive benefits.",en,really great team environment competitive payments and competitive benefits,great team environment competitive payment competitive benefit,7
Oracle,,,,,,cons,"They don’t get salary increases often (rarely do you get to enjoy this, and not as much as expected).",en,they don t get salary increases often rarely do you get to enjoy this and not as much as expected,don t salary increase rarely enjoy expect,7
Oracle,,,,,,pros,puedes ajustar tu trabajo y vida personal,es,puedes ajustar tu trabajo y vida personal,poder ajustar trabajo vida personal,5
Oracle,,,,,,cons,"no
 te aumentan el sueldo acorde a los años que tienes en la empresa, las 
promociones son sin aumento, los empleados con muchos años usualmente 
terminamos ganando menos que los nuevos",es,no te aumentan el sueldo acorde a los años que tienes en la empresa las promociones son sin aumento los empleados con muchos años usualmente terminamos ganando menos que los nuevos,aumentar sueldo acorde año tener empresa promoción aumento empleado año usualmente terminamos ganar,13
Oracle,,,,,,pros,Trabajo muy relajado e interesante,es,trabajo muy relajado e interesante,trabajar relajado interesante,3
Oracle,,,,,,cons,Mucha volatilidad en la empleabilidad,es,mucha volatilidad en la empleabilidad,volatilidad empleabilidad,2
Oracle,,,,,,pros,Excelente balance entre vida personal y trabajo,es,excelente balance entre vida personal y trabajo,excelente balance vida personal trabajo,5
Oracle,,,,,,cons,El crecimiento salarial es inexistente,es,el crecimiento salarial es inexistente,crecimiento salarial inexistente,3
Oracle,,,,,,pros,"sueldo, ambiente de trabajo, oficinas, seguro medico",es,sueldo ambiente de trabajo oficinas seguro medico,sueldo ambiente trabajo oficina seguro medico,6
Oracle,,,,,,cons,"muchos recortes, no aumentos o ajustes",unknown,muchos recortes no aumentos o ajustes,muchos recortes no aumentos o ajustes,6
Oracle,,,,,,pros,"Prestaciones superiores a la ley
Buenas Instalaciones",es,prestaciones superiores a la ley buenas instalaciones,prestación superior ley instalación,4
Oracle,,,,,,cons,Sueldo bajo considerando otras empresas de faangs,es,sueldo bajo considerando otras empresas de faangs,sueldo considerar empresa faang,4
Oracle,,,,,,pros,"Buenas prestaciones
Salario medio 
Buen equipo",es,buenas prestaciones salario medio buen equipo,prestación salario equipo,3
Oracle,,,,,,cons,"Congelamiento de salario por años
No hay feedback ni te dicen que necesitas para el siguiente nivel
Te aprueban las promociones pero no las hacen efectivas",es,congelamiento de salario por años no hay feedback ni te dicen que necesitas para el siguiente nivel te aprueban las promociones pero no las hacen efectivas,congelamiento salario año feedback necesita nivel apruer promoción efectivo,9
Oracle,,,,,,pros,no tiene ninguna ventaja aqui,es,no tiene ninguna ventaja aqui,ventaja,1
Oracle,,,,,,cons,te pagan al mes poco,es,te pagan al mes poco,pagar mes,2
Oracle,,,,,,pros,"Buen ambiente laboral
Equipo unido",es,buen ambiente laboral equipo unido,ambiente laboral equipo unido,4
Oracle,,,,,,cons,Equilibrio entre Vida personal - Trabajo,es,equilibrio entre vida personal trabajo,equilibrio vida personal trabajo,4
Oracle,,,,,,pros,"Excelente, buenas prestaciones y seguro",es,excelente buenas prestaciones y seguro,excelente prestación seguro,3
Oracle,,,,,,cons,"No aplica, todo estuvo ok",unknown,no aplica todo estuvo ok,no aplica todo estuvo ok,5
Oracle,,,,,,pros,Buen ambiente laboral y balance familiar,es,buen ambiente laboral y balance familiar,ambiente laboral balance familiar,4
Oracle,,,,,,cons,"No hay aumentos, acciones bajando de valor",es,no hay aumentos acciones bajando de valor,aumento acción bajar valor,4
Oracle,,,,,,pros,A lot of learning with interesting teams,en,a lot of learning with interesting teams,lot learn interesting team,4
Oracle,,,,,,cons,It is difficult to increase your salary.,en,it is difficult to increase your salary,difficult increase salary,3
Oracle,,,,,,pros,"Es muy buen hambiente
Hay oportunidad de aprender",es,es muy buen hambiente hay oportunidad de aprender,hambiente oportunidad aprender,3
Oracle,,,,,,cons,"Poca posibilidad de crecimiento
Estar en la oficina
Cambios constante que suelen afectar",es,poca posibilidad de crecimiento estar en la oficina cambios constante que suelen afectar,posibilidad crecimiento oficina cambio constante soler afectar,7
Oracle,,,,,,pros,"Prestaciones
 superiores a las de la ley, si bien el sueldo es similar a cualquier 
otra tech company, los beneficios son superiores, seguro de auto, 
descuentos con todos los socios de oracle, el campus, transporte",es,prestaciones superiores a las de la ley si bien el sueldo es similar a cualquier otra tech company los beneficios son superiores seguro de auto descuentos con todos los socios de oracle el campus transporte,prestación superior ley sueldo similar tech company beneficio superior seguro auto descuento socio oracle campus transporte,16
Oracle,,,,,,cons,El sueldo ya no es tan competitivo como hace años,es,el sueldo ya no es tan competitivo como hace años,sueldo competitivo año,3
Oracle,,,,,,pros,Instalaciones limpias y de high tec,es,instalaciones limpias y de high tec,instalación limpio high tec,4
Oracle,,,,,,cons,Te corren cuando cuando menos te lo esperas,es,te corren cuando cuando menos te lo esperas,correr esperar,2
Oracle,,,,,,pros,"Es una gran empresa, tiene muchas prestaciones mayores a la del mercado.
Tiene incluso mejores prestaciones que el mercado de IT.",es,es una gran empresa tiene muchas prestaciones mayores a la del mercado tiene incluso mejores prestaciones que el mercado de it,empresa prestación mayor mercado mejor prestación mercado it,8
Oracle,,,,,,cons,"Al
 ser empresa grande todos los procesos llevan mucho tiempo, una 
promotion para un puesto lleva años, con el sueldo que entras te quedas 
muchos años.",es,al ser empresa grande todos los procesos llevan mucho tiempo una promotion para un puesto lleva años con el sueldo que entras te quedas muchos años,empresa proceso llevar tiempo promotion puesto año sueldo entra quedar año,11
Oracle,,,,,,pros,Home officce en algunos proyectos,es,home officce en algunos proyectos,home officce proyecto,3
Oracle,,,,,,cons,No hay aumentos de sueldo ni reconocimiento por parte de la empresa.,es,no hay aumentos de sueldo ni reconocimiento por parte de la empresa,aumento sueldo reconocimiento empresa,4
Oracle,,,,,,pros,"Buen salario y prestaciones, oficinas con gimnasio y canchas deportivas",es,buen salario y prestaciones oficinas con gimnasio y canchas deportivas,salario prestación oficina gimnasio cancha deportivo,6
Oracle,,,,,,cons,"Oficinas
 abiertas y ruidosas (open office), cada vez es más popular el 
micromanagement (depende del proyecto), quieren que trabajes en fines de
 semana y días festivos (depende del proyecto)",es,oficinas abiertas y ruidosas open office cada vez es más popular el micromanagement depende del proyecto quieren que trabajes en fines de semana y días festivos depende del proyecto,oficina abierto ruidosa opir offacer popular micromanagement depender proyecto querer trabaj fines semana festivo depender proyecto,16
Oracle,,,,,,pros,"Buenas prestaciones, buen balance de vida - trabajo, buen equipo y ambiente laboral.",es,buenas prestaciones buen balance de vida trabajo buen equipo y ambiente laboral,prestación balance vida trabajo equipo ambiente laboral,7
Oracle,,,,,,cons,No hay ajuste salarial anual,unknown,no hay ajuste salarial anual,no hay ajuste salarial anual,5
Oracle,,,,,,pros,Empresa top recomendable para trabajar.,es,empresa top recomendable para trabajar,empresa top recomendable trabajar,4
Oracle,,,,,,cons,la empresa realiza ERE cada cierto tiempo,es,la empresa realiza ere cada cierto tiempo,empresa realizar erir tiempo,4
Oracle,,,,,,pros,Beneficios superiores a los de la ley.,es,beneficios superiores a los de la ley,beneficio superior ley,3
Oracle,,,,,,cons,"Massive layoffs, 2 in 4 years.",en,massive layoffs in years,massive layoff year,3
Oracle,,,,,,pros,"Ambiente laboral, prestaciones superiores a las de ley, buena paga",es,ambiente laboral prestaciones superiores a las de ley buena paga,ambiente laboral prestación superior ley paga,6
Oracle,,,,,,cons,Algunas posiciones son de mucho estres,es,algunas posiciones son de mucho estres,posición estr,2
Oracle,,,,,,pros,"home office, trabajo flexible y certificaciones",es,home office trabajo flexible y certificaciones,home office trabajo flexible certificación,5
Oracle,,,,,,cons,sueldo bajo en relación al mercado,es,sueldo bajo en relación al mercado,sueldo relación mercado,3
Oracle,,,,,,pros,"Retribución
Oportunidades de aprender de los mejores",es,retribución oportunidades de aprender de los mejores,retribución oportunidad aprender mejor,4
Oracle,,,,,,cons,"Presión constante
Cambios frecuentes en el modelo te pueden dejar fuera",es,presión constante cambios frecuentes en el modelo te pueden dejar fuera,presión constante cambio frecuente modelo dejar,6
Oracle,,,,,,pros,"Buen balance vida/trabajo, buenas ubicación de la oficina, buenos beneficios si se tiene familia.",es,buen balance vida trabajo buenas ubicación de la oficina buenos beneficios si se tiene familia,balance vida trabajar ubicación oficina beneficio familia,7
Oracle,,,,,,cons,"Poca
 oportunidad de crecimiento en determinadas áreas, y la dirección 
respecto a los objetivos es muchas veces poco clara. Hay un poco de 
""chacrismo"" si se quiere.",es,poca oportunidad de crecimiento en determinadas áreas y la dirección respecto a los objetivos es muchas veces poco clara hay un poco de chacrismo si se quiere,oportunidad crecimiento determinado área dirección objetivo claro chacrismo,8
Softtek en Mexico,,,,,,pros,"multiples tecnologias, ideql para desarrollo profesional",es,multiples tecnologias ideql para desarrollo profesional,multipl tecnologia ideql desarrollo profesional,5
Softtek en Mexico,,,,,,cons,prestaciones menos atractivas que la vompetencia,es,prestaciones menos atractivas que la vompetencia,prestación atractivo vompetencia,3
Softtek en Mexico,,,,,,pros,Tiene clientes muy competitivos que te permiten crecer profecionalmente,es,tiene clientes muy competitivos que te permiten crecer profecionalmente,cliente competitivo permitir crecer profecionalmente,5
Softtek en Mexico,,,,,,cons,No hay mucha oportunidad de crecimiento de sueldos,es,no hay mucha oportunidad de crecimiento de sueldos,oportunidad crecimiento sueldo,3
Softtek en Mexico,,,,,,pros,Buen ambiente laboral y proyectos,es,buen ambiente laboral y proyectos,ambiente laboral proyecto,3
Softtek en Mexico,,,,,,cons,Los sueldos son bajos y no hay aumentos,es,los sueldos son bajos y no hay aumentos,sueldo bajo aumento,3
Softtek en Mexico,,,,,,pros,"Ofrecen cursos de capacitacion a otras áreas
El trabajo es relativamente tranquilo",es,ofrecen cursos de capacitacion a otras áreas el trabajo es relativamente tranquilo,ofrecer curso capacitacion área trabajo relativamente tranquilo,7
Softtek en Mexico,,,,,,cons,"Realmente
 que esos cursos buscan bloquearlos para que no tengas acceso
La enorme falta de comunicacion, muchas veces tenias que retrabajar 
cosas que ya habian quedado por escrito pero que superiores no se 
molestaban en revisar",es,realmente que esos cursos buscan bloquearlos para que no tengas acceso la enorme falta de comunicacion muchas veces tenias que retrabajar cosas que ya habian quedado por escrito pero que superiores no se molestaban en revisar,realmente curso buscar bloquearlo tengar acceso enorme falta comunicacion tenia retrabajar cosa habiar quedar escrito superior molestar revisar,18
Softtek en Mexico,,,,,,pros,"Tinen
 buena organizacion en recursos humanos no tienes problemas con los 
pagos o prestaciones que ofrecen, te da la oportunidad de participar en 
proyectos con empresas grandes y/o americanas es muy buen lugar para ir 
empezando",es,tinen buena organizacion en recursos humanos no tienes problemas con los pagos o prestaciones que ofrecen te da la oportunidad de participar en proyectos con empresas grandes y o americanas es muy buen lugar para ir empezando,tinen organizacion recurso humano tener problema pago prestación ofrecer oportunidad participar proyecto empresa americana lugar empezar,16
Softtek en Mexico,,,,,,cons,"depende
 totalmente de tu proyecto, he estado en proyectos asignados a US y todo
 esta muy bien pero he escuchado de proyectos para empresas en mexico 
que son muy explotadoras.

Utilidades nulas.",es,depende totalmente de tu proyecto he estado en proyectos asignados a us y todo esta muy bien pero he escuchado de proyectos para empresas en mexico que son muy explotadoras utilidades nulas,depender totalmente proyecto proyecto asignado us escuchar proyecto empresa mexico explotadora utilidad nulo,13
Softtek en Mexico,,,,,,pros,Te organizas a tus tiempo,unknown,te organizas a tus tiempo,te organizas a tus tiempo,5
Softtek en Mexico,,,,,,cons,Pocos vales de despensa y prestaciones normales,es,pocos vales de despensa y prestaciones normales,val despensa prestación normal,4
Softtek en Mexico,,,,,,pros,"Home office, proyectos internacionales y retadores, pool mientras te asignan a otro proyecto",es,home office proyectos internacionales y retadores pool mientras te asignan a otro proyecto,home offacer proyecto internacional retador pool asignar proyecto,8
Softtek en Mexico,,,,,,cons,outsourcing; el proyecto se acaba y pues ni gracias te dan jeje,es,outsourcing el proyecto se acaba y pues ni gracias te dan jeje,outsourcing proyecto acabar gracias jeje,5
Softtek en Mexico,,,,,,pros,salario es competitivo al mercado aunque puede ser mejor,es,salario es competitivo al mercado aunque puede ser mejor,salario competitivo mercado,3
Softtek en Mexico,,,,,,cons,"todo depende de como le caigas al lider, tiene muy malos lideres",es,todo depende de como le caigas al lider tiene muy malos lideres,depender caigar lider malo lider,5
Softtek en Mexico,,,,,,pros,"Se
 trabaja de forma , remota las prestaciones son de ley tienen, una buena
 cultura laboral,  tratan de  integrarte  apesar de ser  remoto.",es,se trabaja de forma remota las prestaciones son de ley tienen una buena cultura laboral tratan de integrarte apesar de ser remoto,trabajar forma remoto prestación ley cultura laboral tratar integrarte apesar remoto,11
Softtek en Mexico,,,,,,cons,"Mi equipo llego tarde, tuve mucho problemas de seguridad para trabajar en ambientes de escritorio virtual",es,mi equipo llego tarde tuve mucho problemas de seguridad para trabajar en ambientes de escritorio virtual,equipo llego tener problema seguridad trabajar ambiente escritorio virtual,9
Softtek en Mexico,,,,,,pros,"- sueldo competitivo
- buenos clientes
- buenos compañeros",es,sueldo competitivo buenos clientes buenos compañeros,sueldo competitivo cliente compañero,4
Softtek en Mexico,,,,,,cons,"- clientes muy inestables, de un dia a otro ya se acaba la asignación
- el aumento salarial es nulo o insignificante
- a veces el plan de carrera es un poco desactualizado",es,clientes muy inestables de un dia a otro ya se acaba la asignación el aumento salarial es nulo o insignificante a veces el plan de carrera es un poco desactualizado,cliente inestable acabar asignación aumento salarial nulo insignificante plan carrera desactualizado,11
Softtek en Mexico,,,,,,pros,Tiene muchas prestaciones muy buenas,es,tiene muchas prestaciones muy buenas,prestación,1
Softtek en Mexico,,,,,,cons,Muy coplicado para coonseguir aumentos,unknown,muy coplicado para coonseguir aumentos,muy coplicado para coonseguir aumentos,5
Softtek en Mexico,,,,,,pros,"Estuve
 asignado a un banco en modelo hibrido, mi estancia fue buena. Realmente
 el crecimiento depende del empeño que le pongas, la empresa ofrece 
cursos y una plataforma para aprender ingles.",es,estuve asignado a un banco en modelo hibrido mi estancia fue buena realmente el crecimiento depende del empeño que le pongas la empresa ofrece cursos y una plataforma para aprender ingles,estar asignar banco modelo hibrido estancia realmente crecimiento depender empeño pongar empresa ofrecer curso plataforma aprender ingl,17
Softtek en Mexico,,,,,,cons,"No hay aumentos de sueldo, al menos yo batalle mucho tiempo para que me lo dieran",es,no hay aumentos de sueldo al menos yo batalle mucho tiempo para que me lo dieran,aumento sueldo batalle tiempo dar,5
Softtek en Mexico,,,,,,pros,Las prestaciones son muy buenas,es,las prestaciones son muy buenas,prestación,1
Softtek en Mexico,,,,,,cons,Cuando se termina el proyecto si no te colocan dentro de los primeros meses puedes causar baja,es,cuando se termina el proyecto si no te colocan dentro de los primeros meses puedes causar baja,terminar proyecto colocar mes poder causar baja,7
Softtek en Mexico,,,,,,pros,Te dan Remoto o Hybrido,unknown,te dan remoto o hybrido,te dan remoto o hybrido,5
Softtek en Mexico,,,,,,cons,No creces y te dan trabajo de otras areas,es,no creces y te dan trabajo de otras areas,crez trabajo area,3
Softtek en Mexico,,,,,,pros,"Buen sueldo, es competitivo y da extras",es,buen sueldo es competitivo y da extras,sueldo competitivo extra,3
Softtek en Mexico,,,,,,cons,Buenas prestaciones extras a las de ley,es,buenas prestaciones extras a las de ley,prestación extra ley,3
Softtek en Mexico,,,,,,pros,Te permite empaparte de nuevas tecnologías rápidamente.,es,te permite empaparte de nuevas tecnologías rápidamente,permitir empaparte tecnología rápidamente,4
